,Binary Race Variable,Coordinated Entry,Day Shelter,Emergency Shelter,Homelessness Prevention,PH - Housing Only,PH - Housing with Services (no disability required for entry),PH - Permanent Supportive Housing (disability required for entry),PH - Rapid Re-Housing,Safe Haven,Services Only,Street Outreach,Transitional Housing,Year
11,Non-Multi-Racial,0.6407393693176376,0.012751032225226618,7.140578046126906,4.9027718905996345,0.0031877580563066544,0.08606946752027968,0.4941024987275315,4.424608182153636,0.0701306772387464,8.759959138730686,2.0911692849371657,2.327063381103858,2020
12,Non-White,6.767296597824825,,9.5482138946382,8.724680446225655,0.0238705347365955,0.25064061473425275,1.53964949051041,9.345314349377139,0.01193526736829775,16.733244850353447,2.9360757726012467,2.6973704252352917,2021
13,White,3.2184904369245597,,5.120325695107254,3.8402442713304406,0.028446253861706967,0.1015937637918106,0.7843038564727779,3.381040458991457,0.04063750551672424,8.407899891410246,1.5117152052221416,1.74334898666747,2021
14,"Black, African American, or African",21.275040343539604,,29.503554674883166,21.978794858720303,0.10826992541241529,0.8661594032993223,4.655606792733858,31.344143406894226,0.0,53.052263452083494,8.553324107580808,8.769863958405638,2021
15,"Non-Black, African American, or African",3.1022086255879335,,4.865265080502815,4.0784730377812375,0.022479772649187924,0.09634188278223396,0.7578894778869071,3.3270063520798128,0.03532535702015245,7.99958766701816,1.4772422026609209,1.5832182737213782,2021
16,Asian or Asian American,0.8930170592155804,,1.0105193038492093,0.8695166102888546,0.0,0.04700089785345161,0.1645031424870806,0.6815130188750482,0.0,1.5040287313104514,0.4465085296077902,0.3055058360474354,2021
17,Non-Asian or Asian American,4.59780482336902,,7.020266713652774,5.704619307722805,0.031324938236427846,0.1531441424892028,1.0963728382749747,5.520150226997174,0.0382860356223007,11.858229396834409,2.08484866706892,2.2345122608651864,2021
18,"American Indian, Alaska Native, or Indigenous",5.846575972270426,,9.527753436292546,3.248097762372459,0.0,0.21653985082483057,1.7323188065986446,6.929275226394578,0.0,13.425470751139498,3.8977173148469504,3.248097762372459,2021
19,"Non-American Indian, Alaska Native, or Indigenous",4.095370322699231,,6.198398326247484,5.106914493996563,0.027671421099319127,0.13835710549659563,0.9654251361318006,4.867095511135798,0.03382062578805671,10.48131939195321,1.844761406621275,1.9677455003960267,2021
20,Native Hawaiian or Pacific Islander,7.5788947788690715,,13.136750950039724,11.115712342341304,0.0,0.0,4.547336867321443,9.599933386567491,0.0,17.17882816543656,2.021038607698419,1.5157789557738142,2021
21,Non-Native Hawaiian or Pacific Islander,4.099007880402428,,6.203409247573316,5.044463567102392,0.027448713484837683,0.1402934244780593,0.9546052578615772,4.867571857977882,0.033548427592579394,10.482358694154122,1.8726122310767042,1.9885067991237966,2021
22,Multi-Racial,4.392665545303706,,5.073219362181745,5.382562006217217,0.0,0.06186852880709445,1.1755020473347946,6.2487214095165395,0.0,10.950729598855718,1.6704502777915504,1.6085817489844558,2021
23,Non-Multi-Racial,4.105832376522971,,6.305385435374563,5.065347551471274,0.02868982250675989,0.14344911253379947,0.9658906910609164,4.826265697248275,0.0350653386193732,10.50047503747412,1.8839650112772328,2.0050998174168857,2021
24,Non-White,8.65306884201587,0.0,7.244707292556735,4.857653818897185,0.2625758821025505,0.13128794105127525,1.098044597883393,7.029872479927375,0.047741069473191,19.394809473483843,3.687997616804005,2.4109240083961456,2022
25,White,3.945901785673924,0.008127501103344847,4.401041847461236,2.844625386170697,0.1544225209635521,0.06095625827508636,0.4388850595806218,2.694266615758817,0.056892507723413935,9.537622544775179,2.182234046248092,1.4101214414303311,2022
26,"Black, African American, or African",26.68853661416037,0.0,21.38331026895202,13.154795937608458,0.7578894778869071,0.3248097762372459,3.7353124267283278,23.278033963669287,0.16240488811862294,61.65972252237051,11.04353239206636,8.174379368637354,2022
27,"Non-Black, African American, or African",3.8633094995675816,0.006422792185482264,4.158757940099766,2.7746462241283383,0.14772422026609208,0.06422792185482264,0.4206928881490883,2.6397675882332106,0.04817094139111698,9.097885130735627,2.0617162915398066,1.2781356449109704,2022
28,Asian or Asian American,0.587511223168145,0.0,0.587511223168145,0.705013467801774,0.023500448926725804,0.0,0.0705013467801774,0.6110116720948708,0.0,1.5980305270173545,0.3055058360474354,0.1410026935603548,2022
29,Non-Asian or Asian American,5.8159968658967705,0.006961097385872855,5.795113573739152,3.7485509422925327,0.20535237288324923,0.09049426601634712,0.6856680925084762,4.26715269754006,0.06264987647285569,13.588062097223814,2.899297061216044,1.88993794026448,2022
30,"American Indian, Alaska Native, or Indigenous",11.476612093716023,0.0,10.177372988767036,3.248097762372459,0.43307970164966114,0.43307970164966114,1.2992391049489835,4.980416568971103,0.0,19.921666275884412,6.496195524744918,3.464637613197289,2022
31,"Non-American Indian, Alaska Native, or Indigenous",5.051571651797925,0.006149204688737584,5.051571651797925,3.357465760050721,0.17832693597338992,0.073790456264851,0.5964728548075456,3.778686281229245,0.055342842198638255,11.929457096150912,2.5088755130049343,1.6387630495485659,2022
32,Native Hawaiian or Pacific Islander,15.663049209662747,0.0,16.673568513511956,4.042077215396838,1.5157789557738142,0.0,1.0105193038492095,12.126231646190513,0.0,31.831358071250097,5.557856171170652,4.547336867321443,2022
33,Non-Native Hawaiian or Pacific Islander,5.078011994694971,0.006099714107741707,5.053613138264005,3.351792902204068,0.17384185207063865,0.07929628340064218,0.603871696666429,3.7452244621534083,0.05489742696967537,11.921891223581166,2.5466306399821628,1.646922809090261,2022
34,Multi-Racial,6.063115823095256,0.0,4.763876718146273,2.722215267512156,0.1237370576141889,0.06186852880709445,0.680553816878039,4.4545340741108,0.06186852880709445,11.81688900215504,1.9797929218270225,0.680553816878039,2022
35,Non-Multi-Racial,5.094037373978034,0.006375516112613309,5.141853744822633,3.388586813853974,0.184889967265786,0.07969395140766637,0.6024862726419578,3.7615545064418523,0.05419188695721313,12.052913210895461,2.594835057833617,1.7150138342929804,2022
